danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,song_uri,name,mode_major,mode_minor
0.55,0.404,0,-12.755,0.0398,0.441,0.00022,0.11,0.329,135.016,4,1gZADNt16Oh23jWyMYRk4p,Prisoner,0,1
0.626,0.583,10,-7.574,0.0435,0.105,0.0,0.115,0.335,127.956,4,0wzPHTgOtFIDhk2rD3Au4x,Angel,0,1
0.831,0.514,7,-6.695,0.0368,0.203,0.000156,0.115,0.397,114.94,4,0NBiC3zLXoBQXBjsbnbwJq,Molly (feat. Brendon Urie of Panic at the Disco),1,0
0.685,0.621,11,-8.442,0.361,0.433,0.0,0.607,0.538,128.906,3,1Ysc1uDZtf430TGavoS1j4,Professional Rapper (feat. Snoop Dogg),0,1
0.523,0.944,7,-3.581,0.0837,0.00336,0.557,0.119,0.324,139.997,4,4rwpZEcnalkuhPyGkEdhu0,Scary Monsters and Nice Sprites,0,1
0.713,0.971,0,-1.264,0.381,0.00228,2.05e-05,0.242,0.676,128.064,4,2TkoUq8sPXmc4KYzKBiTWT,Rock 'n' Roll (Will Take You to the Mountain),1,0
0.646,0.97,5,-1.64,0.129,0.000244,0.00483,0.0668,0.325,140.145,4,5tGwVrXBhYGUIRQuQ1gvrQ,Ruffneck - Full Flex,1,0
0.556,0.893,10,-3.766,0.0621,0.239,0.0,0.123,0.26,104.995,4,3Q6mwJseOFYBJ10d5CXp4o,Odd Look,0,1
0.502,0.777,1,-4.627,0.0934,0.117,2.91e-06,0.0957,0.356,174.153,4,6ZpR2XFuQJSHAQwg9495KZ,Mind (feat. Kai),1,0
0.485,0.928,10,-3.451,0.445,0.134,2.92e-05,0.217,0.348,160.165,4,3UgSQu6WwrXfKKDq019IHE,To Ü (feat. AlunaGeorge),0,1
0.276,0.715,0,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028,4,5VGlqQANWDKJFl0MBG3sg2,Use Somebody,1,0
0.929,0.806,9,-5.332,0.0717,0.0349,3.08e-06,0.209,0.425,118.299,4,332kVpU37uMIviql1DBhuD,The Famm,0,1
0.858,0.697,2,-5.361,0.23,0.114,0.0,0.224,0.364,98.012,4,6AoYWCzsDls6c61Zp5qTuU,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),1,0
0.708,0.745,2,-6.961,0.0424,0.0464,0.873,0.365,0.161,122.016,4,2HJeCc5Dy2pB6OR3FGO7yc,Eve II (Odesza Remix),1,0
0.734,0.743,1,-6.689,0.0345,0.000537,3.02e-06,0.111,0.656,135.0,4,44Xgp13T5ab99beJ0edP6b,CHA CHA,1,0
0.707,0.707,11,-6.161,0.0375,0.0306,0.0,0.127,0.231,104.039,4,7xjLcYFdQIMCcijPH7zxCc,90210,0,1
0.625,0.524,1,-8.227,0.0369,0.361,2.67e-06,0.0826,0.191,139.968,4,7jGr8wzgwOVLuktY66qM5f,The Town,0,1
0.505,0.53,8,-8.05,0.0273,0.000695,0.0338,0.114,0.0541,103.947,4,0JsRZWdSquAQtgyJO8mhLA,Peaches,0,1
0.864,0.495,0,-7.036,0.037,0.591,0.000133,0.0992,0.72,129.062,4,4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,1,0
0.576,0.602,0,-6.591,0.315,0.248,0.000609,0.144,0.56,141.345,4,0sxSNkfKKa5DAyEE05UYKy,"The Buzz (feat. Big K.R.I.T., Mataya & Young Tapz) - Bonus Track",0,1
0.648,0.667,0,-8.986,0.0311,0.0534,6.94e-06,0.0908,0.669,109.609,4,7rDcULv8vV16vetBjPJhuE,How Do You Like Me Now?!,1,0
0.463,0.508,4,-9.014,0.0266,0.258,0.0,0.33,0.767,81.737,4,0DjMhBt7aGjrbboFQeGYeG,Rocky Mountain High,1,0
0.613,0.953,2,-3.435,0.0855,0.00148,0.000582,0.152,0.537,105.046,4,305WCRhhS10XUcH6AEwZk6,Are You Gonna Be My Girl,1,0
0.715,0.584,8,-8.231,0.0296,0.432,1.41e-06,0.095,0.61,90.987,4,1yEwEiTpsaPhQi9lb5EVV4,Knee Deep (feat. Jimmy Buffett),1,0
0.285,0.56,0,-7.469,0.0305,0.13,1.1e-06,0.0987,0.122,147.696,4,11G0yprQtMU53BLPMSr093,Come Sail Away,1,0
0.554,0.352,4,-13.638,0.03,0.267,2.85e-06,0.0472,0.322,148.885,4,5Ejm8hLzvkF2zKnbGLzd1N,Copperline,1,0
0.503,0.727,1,-5.456,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,4,1BltsyC5W3SAABdxyrDXwi,Latch,1,0
0.439,0.906,3,-4.8,0.0439,0.0193,0.0,0.373,0.687,161.905,4,3zcmWxxUA7Em7X3IBqZGUo,In Love With a Girl,1,0
0.69,0.488,5,-7.936,0.0788,0.133,0.000205,0.0815,0.63,114.012,4,6HaA6tCGwWJBdMkDFqfHsH,Younger - Kygo Remix,1,0
0.584,0.838,6,-7.711,0.0906,0.0597,0.38,0.086,0.343,145.001,4,3Qn3LhREMyvnvj9ujRugd3,Hyperparadise - Flume Remix,1,0
0.356,0.872,2,-7.837,0.068,0.00417,0.00975,0.0997,0.607,166.3,4,3dOAXUx7I1qnzWzxdnsyB8,Lonely Boy,1,0
0.689,0.694,6,-5.83,0.027,0.257,0.0,0.148,0.482,99.039,4,47BBI51FKFwOMlIiX6m8ya,I Want It That Way,0,1
0.63,0.625,6,-5.088,0.0252,0.231,0.0,0.0765,0.683,167.998,4,3BsaRV5QIulYz2lV9WWa8T,Show Me the Meaning of Being Lonely,0,1
0.661,0.973,0,-2.994,0.037,0.11,1.74e-05,0.617,0.75,108.037,4,6sbXGUn9V9ZaLwLdOfpKRE,Larger Than Life,0,1
0.479,0.419,0,-6.517,0.0389,0.568,0.000217,0.11,0.186,85.014,4,5Db9VIdDsN5yu3Eu7CT0i4,Stay With Me,1,0
0.608,0.776,11,-3.635,0.0511,0.241,0.0,0.0713,0.814,89.996,4,3C3cr2JQwXIhqAHqOardVO,Holding on to You,1,0
0.789,0.639,10,-6.25,0.101,0.055,0.0,0.27,0.609,87.966,4,28siypca4TEqLnQ6Cgbdbe,Heartless,0,1
0.591,0.889,7,-3.839,0.115,0.0189,0.0,0.155,0.65,143.067,4,4NTWZqvfQTlOMitlVn6tew,The Show Goes On,1,0
0.432,0.781,4,-4.038,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,4,66hayvUbTotekKU3H4ta1f,Where Are Ü Now (with Justin Bieber),0,1
0.482,0.833,5,-5.611,0.0449,0.000346,0.0,0.365,0.74,148.039,4,1fBl642IhJOE5U319Gy2Go,Animal,1,0
0.356,0.924,1,-3.74,0.0808,0.00101,0.0,0.0953,0.232,148.017,4,7oK9VyNzrYvRFo7nQEYkWN,Mr. Brightside,1,0
0.604,0.661,10,-9.476,0.0443,0.455,0.326,0.109,0.259,144.973,4,2746pcTPaE9FBHkvUivCsg,Life Round Here,0,1
0.537,0.66,9,-7.174,0.0296,0.455,0.0,0.135,0.574,148.096,4,3xdjjKMcMOFgo1eQrfbogM,Wagon Wheel,1,0
0.573,0.902,6,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412,4,2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,0,1
0.297,0.793,0,-6.329,0.144,0.000201,6.33e-06,0.117,0.428,84.967,4,0Ix7doBgImhoWJfDnwezP1,Sunlight,1,0
0.882,0.611,9,-7.94,0.0391,0.0336,0.85,0.0793,0.46,124.012,4,4iG2fU6kiIEpgZkUU7qxM8,Chambermaid Swing,0,1
0.43,0.436,8,-4.816,0.119,0.17,0.0,0.128,0.217,90.053,4,6hj7rfEI1u8xIL60V1uUKt,Holdin On,1,0
0.861,0.651,9,-4.718,0.111,0.0739,0.0,0.211,0.421,122.985,4,79reBHqpRoWXaQbjBBY3UC,All Day,0,1
0.714,0.731,11,-9.091,0.0335,0.745,0.000496,0.202,0.843,122.271,4,2gHxMpO7kpxrdo6EbkBJn2,Subah Se Lekar,0,1
0.542,0.63,6,-9.41,0.0886,0.104,1.57e-05,0.0812,0.164,113.956,4,7ehH993HyaSs8LjIsOpbGA,#icanteven,0,1
0.578,0.866,1,-3.804,0.0619,0.00701,0.0,0.257,0.619,128.038,4,4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,1,0
0.489,0.595,4,-8.106,0.0374,0.00439,0.878,0.0855,0.56,170.05,4,2eMh8ISgK9dylE51SJUixA,My Friends Never Die,0,1
0.47,0.633,10,-9.323,0.0323,0.0016,0.00453,0.257,0.149,140.12,4,1a5Hi6hk75ftgzAVMkj5Lw,If There's Time,0,1
0.427,0.603,7,-7.812,0.0309,0.0026,0.0125,0.156,0.178,75.058,4,64LxDEEDDtQfb4bTadJsyX,Without You,1,0
0.483,0.5,6,-8.831,0.0398,0.0168,0.622,0.105,0.0772,109.984,4,74GmCCHsykRFaL4CDNmYvM,Home,1,0
0.484,0.844,9,-6.096,0.0479,0.0332,0.0319,0.22,0.49,130.062,4,0XhFy7NAFb8b1grm26Xwh2,Keep Her Close,0,1
0.746,0.875,7,-5.43,0.109,0.00526,0.0144,0.0479,0.805,130.087,4,2UrYCuGwJOf3gusHlb5uPy,Laila,1,0
0.58,0.863,5,-1.675,0.0411,0.0725,6.13e-05,0.27,0.497,146.978,3,0ab7HTQ13Rk9G2N4H6vwn1,Lahu Munh Lag Gaya,0,1
0.553,0.556,5,-7.04,0.0347,0.224,0.00134,0.0915,0.219,147.84,4,4QpPbie2onyJvDLgchbUfk,Ang Laga De,0,1
0.493,0.947,1,-4.188,0.206,0.0815,0.00937,0.0552,0.568,127.986,4,7CcAKQatXMmlr7wi6BaQsI,Tattad Tattad,0,1
0.73,0.944,3,-3.48,0.164,0.266,0.00443,0.0354,0.657,113.309,3,4ila6GeGBPGmJTGRoHOV5E,Nagada Sang Dhol,0,1
0.677,0.47,4,-9.758,0.0667,0.717,0.0,0.219,0.648,131.975,4,6PQ2T710wWEoCjoirogbAs,Hanuman Chalisa,1,0
0.4,0.715,3,-7.599,0.0516,0.824,0.0,0.356,0.377,108.389,4,4D3Qx5qawYw09w25TSnT93,Hun Main Tera Tera Tera,0,1
0.573,0.466,8,-8.972,0.042,0.459,2.2e-06,0.0485,0.713,121.063,4,4wVitIGeGw9a5j67wVCBs6,Guru Meri Pooja,1,0
0.416,0.513,8,-8.951,0.0463,0.593,0.0,0.192,0.529,79.055,4,6NmVOA3p5p7wmY6lUwCocI,Gopal Radha Krishna,1,0
0.504,0.476,3,-11.578,0.0411,0.666,0.0,0.0898,0.697,76.72,4,0oLFEvq9bcEobIpyktNL1O,Krishan Govind Govind,1,0
0.394,0.472,3,-12.564,0.0485,0.762,0.0,0.0802,0.413,153.493,4,2wRTv9wXxlrACsoUaxfIZV,Sat Guru Mein Teri Patang,1,0
0.416,0.475,1,-12.13,0.036,0.562,0.0,0.0432,0.542,78.943,4,12daFjbpyIBIdqzaBabWx2,Aaj Ram Mere Ghar Aaye,0,1
0.34,0.479,5,-11.521,0.0457,0.359,0.0,0.452,0.762,84.576,4,2Bbfvh5QN0DMXwEtJPx7gM,Aate Bhi Ram Bolo,1,0
0.67,0.409,2,-13.811,0.0511,0.0348,0.18,0.131,0.0374,114.972,4,4xaslV7tB8Sw5g4ydqiXWw,Raga Dance,1,0
0.776,0.749,7,-11.648,0.0711,0.235,0.000546,0.288,0.487,95.014,4,2LdsYkhSEEB6c801buHxlE,Taal Se Taal - Western Version,1,0
0.717,0.357,6,-15.507,0.0417,0.0446,0.00342,0.593,0.12,99.982,4,312bbX6JaU6xykDhPxo4pT,Ishq Bina Ishq Bina,1,0
0.734,0.361,11,-14.801,0.0623,0.114,0.0,0.0728,0.568,132.933,4,6Pbb07kn79npwbuqHwWWUZ,Kariye Na,0,1
0.526,0.632,6,-13.136,0.244,0.0237,0.672,0.118,0.25,95.024,4,2Vz1LDVLxW8NS5v2MZDEmG,Beat of Passion,1,0
0.798,0.636,6,-10.524,0.0432,0.327,0.0,0.117,0.798,139.979,4,1vP5twuVXFiInkDvv2815T,Ramta Jogi,1,0
0.793,0.502,7,-14.127,0.0492,0.00406,0.0,0.237,0.589,101.001,4,7wJphnipgpptcsRk6Aur3w,Ni Main Samajh Gayee,1,0
0.753,0.517,7,-12.871,0.115,0.0179,0.00497,0.405,0.454,94.851,4,3AemMBXKJWFd87svnFyrHy,Kahin Aag Lage,1,0
0.657,0.357,7,-16.269,0.0606,0.198,3.05e-06,0.0621,0.507,87.961,4,5JWpN1YtsTFVzv5cjTAvNr,"Ishq Bina (From ""Taal"")",1,0
0.456,0.247,7,-17.85,0.0332,0.129,0.000389,0.0724,0.0877,175.813,4,0ZE5bNxkKHxmtGBMduynR9,"Nahin Saamne Tu (From ""Taal"")",1,0
0.682,0.532,7,-14.114,0.0969,0.0154,0.000432,0.129,0.614,95.007,4,0MG4XuSIiwX5rmok4OvHBZ,Taal Se Taal,1,0
0.429,0.763,1,-5.91,0.107,0.524,0.000199,0.127,0.668,100.835,4,0eGtFJBfYUKF2CvNZJEu3M,Kabhi Khushi Kabhie Gham,1,0
0.666,0.979,7,-4.226,0.0653,0.00129,0.0924,0.0456,0.771,140.008,4,1dkvvjLnTH0qJhCKijWOfS,"Karle Baby Dance Wance (From ""Hello"")",1,0
0.563,0.77,5,-9.824,0.0385,0.539,0.0365,0.36,0.892,91.556,4,5FJn4fJLdMdDdxAF3T9Lvb,"Phool Mangoo Na Bahar Mangoo (From ""Raja"")",1,0
0.485,0.724,6,-8.601,0.158,0.782,0.000814,0.342,0.759,145.25,4,1wmy7shfcQ7GSkZrTfHQDb,"Aaja Sajan Aaja (From ""Khal Nayak"")",0,1
0.518,0.643,6,-10.681,0.0627,0.395,0.00241,0.502,0.782,143.786,3,0gsR9ucvSGDrYPn8aH4xV0,"Saanson Ki Mala (From ""Koyla"")",0,1
0.801,0.661,0,-7.55,0.214,0.869,0.0195,0.636,0.85,112.064,4,6Qn7hALaym496DvDkgsVUQ,"Channe Ke Khet Mein (From ""Anjaam"")",1,0
0.656,0.81,0,-7.448,0.0971,0.687,1.1e-05,0.346,0.963,98.894,4,4oRNwjyothe8jaesQz7p7Z,"Choli Ke Peeche (From ""Khal Nayak"")",1,0
0.72,0.884,6,-10.656,0.0402,0.0766,0.119,0.0726,0.849,93.721,4,4qkT7JGoi9iHOz8cbrcHGK,"Akhiyaan Milaoon Kabhi (From ""Raja"")",0,1
0.743,0.808,11,-4.623,0.288,0.245,0.0,0.16,0.584,90.103,4,51RtkFZ9eSC2IlutR8Lukb,Saint Google,0,1
0.705,0.92,1,-3.034,0.0902,0.0337,6.34e-05,0.066,0.605,144.988,4,05cbaDIvFisiX5ESYQ4oT7,Manji,1,0
0.457,0.727,8,-4.084,0.212,0.418,0.0,0.0806,0.267,87.113,4,6xQbwaLAqVRYe4566SWEog,Mandian Ch Jatt,1,0
0.704,0.918,10,-3.907,0.096,0.136,0.000603,0.277,0.799,96.01,4,3Iam1vICZ4JiOcuELGLseM,Tralla,0,1
0.595,0.82,7,-4.396,0.165,0.0894,0.0,0.362,0.556,92.033,4,79yKqrmYADRN6ed0bWnaTX,Gypsy,1,0
0.569,0.499,0,-8.994,0.0278,0.877,3.23e-05,0.321,0.318,108.437,4,5bfg4dRj9R9Xqlz6OMNwVG,Na Kajare Ki Dhar (Part - 2),0,1
0.489,0.344,3,-9.161,0.0289,0.811,0.0,0.19,0.383,72.286,5,2IJvk9kE3twY7p1OFzQZYI,Na Kajare Ki Dhar (Part - 1),1,0
0.5,0.666,0,-8.05,0.04,0.742,2.12e-06,0.588,0.641,145.343,4,1bN257aDW1O6exbzVE1YlD,Na Kajare Ki Dhar,0,1
0.603,0.86,5,-7.779,0.0338,0.712,0.208,0.151,0.684,103.206,4,58DulHojzBGl3Pg8QYasXP,Tip Tip Barsa Paani,0,1
0.613,0.896,10,-6.479,0.0695,0.704,0.00186,0.118,0.752,169.085,4,7b02yhfrlAGS6oJ1oS0eik,Too Cheez Badi Hai Mast Mast,0,1
0.434,0.695,10,-7.464,0.485,0.0168,0.0,0.834,0.16,167.309,4,57hCSu4zMTdnSum7NBL1Ye,Lord Knows (feat. Tory Lanez),0,1
0.699,0.543,0,-8.879,0.138,0.0411,1.26e-06,0.178,0.14,130.064,4,17AS0y6FnHdYImAPUydAJg,Jump Out the Face (feat. Future),1,0
0.727,0.599,1,-6.941,0.327,0.317,0.0,0.219,0.386,167.909,3,0Y0TOsE1q11qgbi7c5WZsG,R.I.C.O. (feat. Drake),1,0
0.498,0.59,10,-6.194,0.0483,0.168,0.0,0.142,0.223,131.998,4,1oxRy7LzzzV9g6oaWoFON5,Pullin Up (feat. The Weeknd),0,1
0.563,0.592,9,-4.571,0.0276,0.209,5.08e-05,0.132,0.136,104.016,4,11bD1JtSjlIgKgZG2134DZ,Chasing Cars,1,0
0.569,0.819,5,-5.649,0.0407,0.00342,5.56e-06,0.404,0.243,126.005,4,2LZiSLXPReoKHccIPuRPOV,Good Intentions,1,0
0.598,0.882,5,-2.894,0.0957,0.268,0.0,0.0793,0.25,125.981,4,2Mh0jU5IyRTQfpyMnvki5Z,Let You Go - Radio Edit,1,0
0.806,0.909,1,-5.295,0.0658,0.0267,0.000343,0.057,0.653,119.996,4,3lSa2IIHfPmusFdvxFh9yE,Maston Ka Jhund,1,0
0.653,0.71,8,-8.444,0.0554,0.33,0.0,0.143,0.409,122.044,4,3I8MbKRkS2IBDuslhCS3iT,Excuse Me,1,0
0.713,0.802,4,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001,4,3vv9phIu6Y1vX3jcqaGz5Z,Roses,1,0
0.464,0.321,2,-11.12,0.0418,0.877,0.0,0.0789,0.306,93.528,4,5TvFfDlVoUWZvfqrhTJzD7,One,1,0
0.697,0.377,3,-7.755,0.0397,0.556,0.0,0.0999,0.336,138.754,4,0xCA70t1ZA4fa9UOE0lIJm,I'm a Mess,1,0
0.806,0.608,1,-7.008,0.0659,0.0113,0.0,0.635,0.849,95.049,4,1huvTbEYtgltjQRXzrNKGi,Don't,1,0
0.791,0.669,6,-7.189,0.146,0.175,0.0,0.33,0.809,92.013,4,3GKSfF6c3Rv3a1knSjxnXa,Nina,0,1
0.614,0.379,4,-10.48,0.0476,0.607,0.000464,0.0986,0.201,107.989,4,1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,1,0
0.53,0.346,8,-10.497,0.0376,0.697,1.07e-05,0.105,0.359,121.876,4,1HbcclMpw0q2WDWpdGCKdS,Tenerife Sea,1,0
0.767,0.449,8,-7.158,0.0364,0.024,0.000299,0.151,0.908,95.03,4,2VmA7bm5ECiYZfw7x4Nzku,Runaway,0,1
0.552,0.637,5,-6.568,0.0445,0.464,1.63e-05,0.136,0.333,97.97,4,12B0Twa9kRz45Xw2PgXHJm,Afire Love,1,0
0.58,0.318,2,-8.926,0.0279,0.756,0.000171,0.117,0.295,129.757,3,0N5zjRnf8AreOm95iSBXF4,Even My Dad Does Sometimes,1,0
0.66,0.316,3,-11.567,0.0364,0.529,0.000294,0.104,0.543,91.207,4,5v4sZRuvWDcisoOk1PFv6T,Bloodstream,0,1
0.752,0.76,2,-5.34,0.0341,0.319,0.0,0.335,0.752,107.034,4,7awwmuGslmuyhnlpFipDqk,Shirtsleeves,1,0
0.641,0.176,6,-11.692,0.0349,0.638,5.14e-06,0.252,0.297,76.031,4,5pY3ovFxbvAg7reGZjJQSp,I See Fire,1,0
0.657,0.642,1,-7.616,0.136,0.147,0.0,0.0775,0.179,124.962,4,7B6kmb9U4BS1YqPrZzUO7s,Got It Like That - Eleven:11 Remix,1,0
0.582,0.375,1,-13.277,0.0329,0.702,0.0631,0.136,0.106,129.909,4,6IF2P93LkyW4GqDQu1yS7H,Here with Me,0,1
0.587,0.566,0,-7.017,0.0528,0.0843,0.0,0.145,0.155,113.025,4,2HNcNd5RPZ7DSRNbIl6JsP,The Hills,0,1
0.523,0.663,7,-4.372,0.0324,0.00142,0.00953,0.513,0.465,160.01,4,0lo98Gacg04cnpdrPHcBcF,Make Light,1,0
0.772,0.826,0,-5.135,0.0344,0.0176,8.56e-06,0.383,0.871,119.995,4,52a6VcF23v5HB7KfDEmBHq,Carried Away,1,0
0.52,0.873,2,-5.365,0.0572,9.13e-05,1.96e-06,0.226,0.52,140.027,4,2oq2dbjW3sxOY0BscMWd7Q,I'll Be Alright,1,0
0.56,0.799,5,-4.466,0.0675,0.174,0.0679,0.304,0.304,69.972,4,3p9x4bK5bwmgXE6POMvOp0,Constant Conversations,0,1
0.174,0.714,4,-2.215,0.0387,0.0543,4.42e-06,0.338,0.43,131.65,4,42Q2bLdqv3DAB2gKRMO5Jo,Ten Feet Tall (II),1,0
0.568,0.816,0,-3.928,0.0281,0.014,0.000231,0.155,0.31,125.033,5,0WjvB0SzNvgmuM46UjcMr8,Lifted Up (1985),1,0
0.807,0.693,11,-5.056,0.0481,0.0504,7.75e-06,0.0762,0.142,127.035,4,0lwkTJnLBVWvEnxtku7Msy,Alright,1,0
0.71,0.799,10,-3.269,0.0592,0.0664,0.0,0.389,0.28,150.026,4,45u83Y1YHDC1nYve0NGozt,KK (feat. Project Pat & Juicy J),1,0
0.689,0.481,10,-7.503,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,4,7wqSzGeodspE3V6RBD5W8L,See You Again (feat. Charlie Puth),1,0
0.672,0.377,5,-8.996,0.0467,0.641,0.0,0.12,0.459,72.992,4,0FSaq4WfIJ8RbG2Li1JD5B,Ain't No Reason,1,0
0.326,0.224,0,-11.376,0.0345,0.431,2.19e-05,0.095,0.183,78.306,4,7qSSjZr6Lm9j1sBle4X0b1,Grey Room,1,0
0.566,0.664,4,-5.303,0.0464,0.634,0.0,0.116,0.437,128.945,4,0aOluBqXYd0rFSCsgDyAWX,Take Me to Church,0,1
0.59,0.875,5,-5.294,0.171,0.45,1.18e-05,0.164,0.736,96.915,4,1uzkWkIaWaxzHJgJ4Fy5rO,Bole Chudiyan,1,0
0.853,0.785,8,-6.08,0.0619,0.29,0.0,0.0589,0.786,106.046,4,6SDH3mp9sQCNJDfDDpQTTo,You Are My Soniya,1,0
0.665,0.908,2,-4.804,0.188,0.0503,0.0,0.0798,0.694,98.811,4,7CdABTaND3EW5cETakiBD3,"Say ""Shava Shava""",1,0
0.646,0.908,11,-4.68,0.0988,0.419,1.57e-06,0.381,0.881,104.238,4,0IYpKZhCeoXB85BslBg3q5,Yeh Ladka Hai Allah,0,1
0.331,0.398,1,-9.996,0.0325,0.768,0.000476,0.0931,0.227,79.924,4,3CEtybG3xh8q0WMwtn2c0h,Kabhi Khushi Kabhie Gham - Sad Version -1,1,0
0.776,0.792,7,-5.619,0.18,0.167,1.96e-06,0.13,0.588,102.988,4,1CK7tnXhsr0Br5ZzbZdBzh,Deewana Hai Dekho,1,0
0.343,0.464,1,-5.976,0.0282,0.705,0.000317,0.107,0.306,83.034,4,6csDlzCjNZXrGpuIExoDOg,"Kabhi Khushi Kabhie Gham - Sad Version, 2",1,0
0.527,0.787,6,-8.536,0.0851,0.114,0.00539,0.12,0.237,107.02,4,582KOPacYbG32kxBhe26Dy,Soul Of K3G - Instrumental,1,0
0.352,0.652,7,-5.402,0.0473,0.327,2.71e-06,0.0839,0.297,103.999,4,0fycLzMIFwAXcDAukWHbvg,Vande Mataram,1,0
0.626,0.69,5,-5.851,0.0595,0.329,0.000209,0.134,0.566,79.995,4,0mWtcNIAL9jITVHl3F2SQF,Suraj Hua Maddham,1,0
0.484,0.731,1,-6.694,0.0379,0.431,0.0,0.151,0.51,101.654,4,7yq4Qj7cqayVTp3FF9CWbm,Riptide,1,0
0.436,0.667,5,-8.585,0.0564,0.661,5.21e-06,0.0658,0.784,80.422,4,4xcOPkbfOZDc27IzH27LyH,Dil Ne Yeh Kaha Hain Dil Se,1,0
0.652,0.438,0,-13.41,0.0365,0.686,0.0,0.405,0.603,113.876,4,61EWaBiVcfBocqHcXkfUR6,Tum Dil Ki Dhadkan Mein,1,0
0.501,0.671,8,-9.297,0.104,0.542,0.0,0.1,0.908,91.026,4,3T4I8ERdY8XdPSALPerGVu,Dulke Ka Sehra,1,0
0.598,0.508,6,-11.373,0.111,0.451,7.09e-06,0.314,0.667,164.057,4,2Yjpq5kHLfjiJAUDljTY3d,Dil Ne Yeh Kaha Hain Dil Se..,0,1
0.593,0.476,0,-12.003,0.0557,0.603,0.0,0.367,0.545,112.009,4,49ZOna3dj6mkzJlVl88ZID,Tum Dil Ki Dhadkan Mein..,1,0
0.677,0.75,6,-10.484,0.0872,0.317,3.68e-06,0.204,0.799,128.832,4,4mohHHg39DjRfQbyczh4Fc,Na Na Karte Pyar,1,0
0.748,0.72,7,-11.26,0.0523,0.436,1.94e-05,0.48,0.904,98.968,4,5QWtORrxY0zAv1ZfRFzKEp,Aksar Is Duniya Mein,0,1
0.581,0.535,0,-10.486,0.0321,0.623,0.184,0.107,0.386,113.881,4,5CeIGxgL0FF2jneUQe4zv5,Tum Dil Ki Dhadkan Mein O,1,0
0.706,0.577,0,-6.226,0.0299,0.39,0.692,0.407,0.366,96.056,4,5MioM7cyUToVQN7zcIMVxi,How Did I Get Here,0,1
0.567,0.648,1,-4.236,0.195,0.49,0.915,0.113,0.293,178.549,4,7G4dES17iyIIUXrhNmkGmZ,I Want You,0,1
0.486,0.821,1,-3.927,0.0927,0.042,0.523,0.37,0.206,109.996,4,2sixm8aUA07mqw7GTpe66R,Above the Middle,0,1
0.511,0.702,0,-5.84,0.17,0.439,0.154,0.115,0.276,109.753,4,0QuEMOBRadxTDOjQn0NU1Q,We Were Young,1,0
0.532,0.894,2,-4.976,0.0472,0.00596,0.85,0.106,0.0882,99.696,4,3IwMAIJmekKr2CWPLQyUrt,Today,1,0
0.287,0.726,7,-4.253,0.119,0.00572,0.000848,0.311,0.242,109.99,4,5BUrsfyYc86u7aHYRZJP4k,Tuytus,1,0
0.609,0.875,0,-3.356,0.0759,0.00337,0.0176,0.142,0.299,120.02,4,0co7HZtcnssGq3vsKmknGx,Rely,1,0
0.559,0.85,1,-3.501,0.0435,0.0423,0.697,0.122,0.0351,93.979,4,3vEFspQIWpygmSNC786ETG,Hey Now,0,1
0.644,0.639,0,-6.734,0.124,0.213,0.18,0.12,0.108,117.993,4,6QyXYy1YwZoXPtyrGB4XXH,If You Don't (feat. Cumulus),0,1
0.4,0.788,10,-3.731,0.0532,0.0874,4.73e-05,0.191,0.0391,80.102,4,62VMKx5Z7ezBE5KoSkTP5m,Don't Stop,1,0
0.577,0.747,9,-4.948,0.0359,0.0241,0.0864,0.113,0.313,124.601,4,79e0YKpjkkUpPEmmdxPVEX,IPlayYouListen,1,0
0.658,0.832,9,-3.224,0.0623,0.0347,0.585,0.296,0.237,79.974,4,73nDmHrRPydfbLjGeq5j4y,Nomadic Firs - Cover Bombs (Odesza Edit),1,0
0.646,0.823,2,-4.123,0.0394,0.213,0.0,0.322,0.418,128.035,4,7MmG8p0F9N3C4AXdK6o6Eb,Outside,0,1
0.596,0.856,4,-3.556,0.0346,0.0211,0.0178,0.141,0.743,127.949,4,6YUTL4dYpB9xZO5qExPf05,Summer,0,1
0.581,0.925,0,-1.99,0.455,0.168,6.51e-06,0.49,0.515,84.921,4,2UHwwSu0sNTru3XUmsQy05,Immortal,1,0
0.413,0.856,0,-4.078,0.0808,0.0289,0.00571,0.343,0.35,128.017,4,07nH4ifBxUB4lZcsf44Brn,Blame,0,1
0.521,0.692,0,-5.309,0.377,0.233,0.00225,0.164,0.525,84.798,4,78wkOLqITJnDlAhvAclsb1,The Town,1,0
0.694,0.711,0,-4.237,0.0517,0.114,0.00124,0.0433,0.974,119.516,4,2Ml0l8YWJLQhPrRDLpQaDM,Oxford Comma,1,0
