danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,song_uri,name,mode_major,mode_minor
0.378,0.752,9,-4.352,0.399,0.192,0.0,0.172,0.321,95.605,4,5leOhwmC0JYwAPxo6zGUHP,Seventeen,1,0
0.69,0.622,5,-5.025,0.0622,0.253,0.0,0.116,0.544,102.04,4,6uBhi9gBXWjanegOb2Phh0,Stay,0,1
0.375,0.657,8,-6.661,0.0251,0.0161,0.00115,0.13,0.182,96.041,3,437h9GRi70A1BzMzh4cyra,From Finner,0,1
0.52,0.655,3,-6.516,0.0393,0.104,0.00347,0.124,0.289,126.593,4,5HF5PRNJ8KGtbzNPPc93tG,King And Lionheart,1,0
0.446,0.757,1,-5.177,0.0322,0.0206,0.0,0.146,0.421,102.88,4,3a2tuvXCHbW5nuUckuHkKT,Little Talks,1,0
0.388,0.372,6,-5.72,0.0468,0.928,0.0,0.146,0.285,89.701,4,5NRl32BO29q8xtWFvOlHZE,River Of Tears,1,0
0.353,0.755,1,-6.276,0.733,0.0822,0.0,0.39,0.437,191.153,4,003eoIwxETJujVWmNFMoZy,Growing Pains,0,1
0.494,0.802,4,-5.08,0.412,0.0671,0.0,0.176,0.453,96.703,5,5FYu8uBB6E11mepU601601,Not For Radio,0,1
0.422,0.863,4,-3.4,0.0469,0.00169,0.0,0.148,0.332,98.84,4,0gl7X1Bj6HHhnEJoEGEjF2,Simplify,1,0
0.578,0.491,11,-8.544,0.21,0.203,0.000378,0.182,0.64,98.273,4,6tv43DiBgTHgC0dtID2MXW,Superlove (feat. Oh Wonder),0,1
0.688,0.688,3,-5.84,0.0357,0.3,0.0,0.0982,0.451,114.011,4,0WVAQaxrT0wsGEG4BCVSn2,Born To Be Yours,1,0
0.585,0.597,0,-7.499,0.037,0.339,0.0404,0.195,0.227,100.051,4,4RVbK6cV0VqWdpCDcx3hiT,Reborn,1,0
0.596,0.557,1,-7.522,0.134,0.0983,0.0,0.0565,0.661,133.247,5,0CYLDwvvpJQySLA5CvqvSl,Pa Mi (with Ozuna),0,1
0.742,0.407,2,-6.938,0.426,0.822,0.0,0.0541,0.39,116.064,4,6EuE9M1viu9gkdFSafia9o,I Thought About Killing You,1,0
0.555,0.433,3,-8.559,0.546,0.494,0.0,0.313,0.352,164.236,4,3dG6tjetoR4GMmUGZUprLt,Wouldn't Leave,1,0
0.665,0.417,1,-6.731,0.524,0.374,0.0,0.186,0.04,110.111,4,2VYb3Fb5iK5Y8HGZ8oEEkp,Violent Crimes,0,1
0.88,0.569,10,-6.517,0.221,0.0809,5.82e-05,0.214,0.474,134.924,4,1883mCuSqnfnrWoq8i3myH,Programs,0,1
0.349,0.242,1,-10.48,0.0286,0.69,6.19e-06,0.111,0.273,81.168,4,4m6YXw6tSyHVjWsyyYlC8Y,Make The World Go Away,1,0
0.406,0.96,1,-2.492,0.138,0.0703,0.0,0.0776,0.511,154.501,4,5OJKxf52Er3Dgzn0pLU7Sb,Finer Things,0,1
0.582,0.681,7,-6.131,0.0467,0.00982,0.0,0.0676,0.155,79.982,4,5hMxgvMmI99alD8JJpjO0w,Sunrise,1,0
0.745,0.413,1,-8.94,0.449,0.151,0.0,0.14,0.151,136.015,4,6OEAB5f9M3v8cz4hvWgpqW,Smoke Tree,1,0
0.821,0.596,8,-5.935,0.0679,0.0867,7.11e-06,0.0915,0.399,140.043,4,1QkIfrvErNrTsZlLlzs6FL,Boot Up,0,1
0.84,0.553,0,-7.812,0.333,0.0876,0.0,0.164,0.265,142.044,4,7qrIc6xyV2Hs82YLUeepMQ,Back On It,0,1
0.646,0.534,1,-7.644,0.418,0.0578,0.0,0.12,0.427,99.987,4,4sxLB4ibrNZko2Y9wHfwZ3,Get Mine,1,0
0.899,0.592,11,-7.901,0.333,0.263,0.0,0.0831,0.504,149.953,4,54oMZ3blwWwuPN4wEoG5mk,I'm Upset,0,1
0.793,0.412,2,-9.305,0.364,0.443,7.43e-05,0.219,0.307,135.937,4,1AqemxWsT0iGg5Lvkm16Bt,Fukk Sleep,1,0
0.534,0.783,1,-4.013,0.261,0.139,0.0,0.0831,0.334,69.716,4,52eYVUkFTOVozbVFIaFrnV,Tony Tone,1,0
0.554,0.85,0,-7.428,0.0401,0.00243,0.172,0.108,0.244,120.011,4,21fq2CKL93mfnYHItpitxg,What You Wanted,1,0
0.511,0.852,2,-3.895,0.468,0.118,0.0,0.0901,0.316,163.863,4,4RMqA9GixWNB7H6coZFXJN,What You Want,1,0
0.696,0.597,4,-7.676,0.248,0.484,0.0,0.138,0.264,75.997,4,0ssVSd3juASNuehS9LWMFW,"Black Tux, White Collar",1,0
0.478,0.326,3,-10.992,0.0693,0.47,0.000218,0.323,0.34,137.029,4,1dzwFgBlZNxt28aQOinNGn,Changes,1,0
0.584,0.546,2,-9.321,0.0762,0.444,0.0,0.355,0.355,136.336,4,1r33iukEx0COYuBzyXPmPP,Hun43rd,1,0
0.305,0.668,1,-9.404,0.222,0.271,3.8e-05,0.369,0.128,163.314,5,0qp8MuZNKelOGTK2HPlXBA,Kids Turned Out Fine,1,0
0.852,0.632,11,-8.08,0.431,0.606,0.0,0.142,0.716,140.489,4,5N521RK66Z1FP0Oz6B4OlT,Gunz N Butter,0,1
0.433,0.85,10,-5.79,0.416,0.325,0.0,0.356,0.58,159.956,4,6ImrWnhjEOw5re3cGLMIHJ,Buck Shots,0,1
0.322,0.754,10,-6.416,0.275,0.299,0.0,0.136,0.392,62.839,4,3oHkMCVJyOcjg5FhfLc2Rq,A$AP Forever REMIX,0,1
0.6,0.851,11,-4.645,0.0388,0.00566,9.78e-06,0.0891,0.727,98.007,4,6uVzeU47Qzg0rrMneP5BNg,Love Ain't,1,0
0.492,0.7,8,-7.001,0.0437,0.413,0.00013,0.0996,0.605,110.741,4,0ErpHxNt1kTyCQGlh43wr1,Only the Wild Ones,1,0
0.541,0.675,10,-6.136,0.192,0.446,0.0,0.107,0.686,91.09,4,6n6EXIwLtNwe4u4CFzENYm,The General,1,0
0.592,0.416,1,-9.794,0.0246,0.882,0.000586,0.112,0.417,96.002,4,41yIvlFgvGwxq8qTqAR7eG,Bloom - Bonus Track,1,0
0.478,0.879,0,-3.765,0.0396,0.0362,0.0,0.182,0.582,162.918,4,4x5TZd8GnB3UbK80ovO4TU,Crystallized,1,0
0.509,0.906,1,-3.971,0.0498,0.00201,0.0,0.0957,0.541,139.932,3,7LDy0zN3tVio4sG4lRNtBg,It's About Time,0,1
0.57,0.733,2,-7.194,0.0306,0.00686,0.000131,0.21,0.334,109.97,4,2UMP7bjX5gXfMa2rOj9vxv,Apartment,1,0
0.673,0.789,0,-4.288,0.0408,0.00975,0.0,0.752,0.841,100.043,4,0yTJtxZJ5VLfBEHhiNUNeY,Silvertongue,1,0
0.627,0.871,2,-4.304,0.094,0.0185,0.0,0.117,0.725,151.079,4,4gbKtqZDkNl6MrScQhfCt9,Mr. Know-It-All,1,0
0.623,0.886,1,-3.044,0.0404,0.0245,0.0,0.247,0.709,92.021,4,6L3VWDPDTQkQFkqvmpAUMU,Something To Believe In,1,0
0.876,0.519,11,-6.531,0.143,0.202,0.0,0.108,0.158,94.981,4,6mAz8D1TmlTuef90dbNIiZ,Plug Walk,1,0
0.599,0.667,7,-4.267,0.0367,0.0533,0.0,0.134,0.817,80.984,4,1jYiIOC5d6soxkJP81fxq2,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",1,0
0.613,0.681,8,-3.089,0.0778,0.0287,0.0,0.126,0.619,97.621,4,45XhKYRRkyeqoW3teSOkCM,Wild Thoughts (feat. Rihanna & Bryson Tiller),1,0
0.564,0.722,1,-5.59,0.124,0.162,0.0,0.0931,0.276,99.083,4,1Nj2oBISdFDSF8eDuXcALz,Start Again (feat. Logic),0,1
0.73,0.758,1,-4.888,0.0653,0.147,0.0,0.311,0.877,120.041,4,1oxOiOjsi7plNOZEhoPLPj,Good Grief,1,0
0.655,0.839,9,-5.076,0.443,0.00534,0.0,0.308,0.55,74.867,4,5goGDc74vVREyN8al8CkPh,Diplomatic Immunity,0,1
0.492,0.973,4,-4.618,0.0424,0.0494,0.0778,0.335,0.865,113.415,4,0MxKHJEhhFOJsvYak4Q5Bu,Bringin' Da Noise,1,0
0.643,0.975,7,-4.134,0.109,0.0125,5.92e-05,0.135,0.865,177.808,4,0yX0Zw8ouA5lD7rbzWfowL,Digital Get Down,1,0
0.665,0.967,7,-4.455,0.0581,0.000691,0.0,0.36,0.629,111.045,4,6wOlzyu9hqu4Tjk0kPNv6e,No Strings Attached,1,0
0.809,0.773,11,-3.638,0.0437,0.0145,1.21e-06,0.0876,0.695,114.842,4,1eV2FGbbyxCJ6xaLqBRiFW,Just Got Paid,0,1
0.707,0.979,10,-3.207,0.0718,0.012,0.00137,0.735,0.702,113.963,4,0B7Hp8MXbiK8HoXqqYqTkW,"Space Cowboy (Yippie-Yi-Yay) (feat. Lisa ""Left Eye"" Lopes)",0,1
0.636,0.873,0,-4.672,0.071,0.0407,1.27e-06,0.0372,0.908,165.071,4,2AW37v0bDyuOzGP3XnmFuA,It's Gonna Be Me,0,1
0.61,0.926,8,-4.843,0.0479,0.031,0.0012,0.0821,0.861,172.638,4,62bOmKYxYg7dhrC6gH9vFn,Bye Bye Bye,0,1
0.663,0.934,5,-4.227,0.0348,0.0646,0.0,0.164,0.621,110.031,4,44kgtDJyAFv4Z01z7bIxco,The One,0,1
0.73,0.638,6,-5.32,0.0336,0.0999,0.0,0.131,0.893,103.049,4,2EgIkNeq1Tsx1JamvF6JWg,Don't Want You Back,0,1
0.772,0.901,0,-3.568,0.0395,0.086,0.0,0.0761,0.842,116.042,4,2vZALCthE0GRzGXXGK67Qt,It's Gotta Be You,1,0
0.677,0.628,10,-7.356,0.619,0.0821,0.0,0.0771,0.533,110.153,5,55o72A8eQo8UVYHbKf9aXX,Before You Judge,0,1
0.652,0.663,11,-7.78,0.326,0.205,0.0,0.105,0.377,114.133,4,4IdAIZRVkwuQQnHpi529cn,No Longer Friends,1,0
0.758,0.604,11,-6.343,0.0568,0.487,4.34e-05,0.103,0.444,152.038,4,5RyFbMmfQ70WThTT6g4Vx0,Drew Barrymore (feat. Wale),0,1
0.624,0.728,0,-6.39,0.465,0.141,0.0,0.106,0.599,152.088,4,4iDtAYDLJWM2TrTERKPvFq,We Ball (feat. Young Thug),1,0
0.63,0.628,2,-4.016,0.327,0.0515,0.0,0.091,0.266,121.307,5,7sLDnUauivS2vN6Z9EfUJT,1942 Flows,1,0
0.703,0.681,2,-6.356,0.133,0.00589,0.0,0.449,0.245,124.928,4,04a1HkNH7LFsG5mEiLN7vl,No New Friends - SFTB Remix,1,0
0.833,0.525,9,-7.446,0.348,0.215,0.000188,0.0779,0.542,149.635,4,2jzqOMEneC7AmhHcFGEDsK,Best Friend (feat. Tory Lanez),0,1
0.803,0.498,8,-5.389,0.0611,0.285,1.29e-06,0.161,0.836,92.034,4,407qAIie8sIEgquKD1AAd2,Shy,0,1
0.781,0.629,5,-6.152,0.0647,0.229,0.000536,0.0881,0.693,111.975,4,7FxzgizJRGTQ3fxUqfvljg,Bad Bad News,0,1
0.888,0.517,8,-8.852,0.335,0.361,0.0,0.0925,0.738,140.015,4,5ZvweJ78bnsjDnuv7zXbNk,Oh Okay (feat. Young Thug & Lil Baby),1,0
0.656,0.806,1,-5.354,0.0433,0.0454,2.33e-05,0.341,0.572,149.975,4,7w5Ww1cW8U9v8Q3g4qLpVD,Repeat,1,0
0.75,0.56,8,-8.094,0.105,0.546,0.0,0.111,0.459,140.06,4,3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign),1,0
0.762,0.621,0,-6.24,0.0866,0.61,0.0,0.464,0.593,120.056,4,5ffntNJnJOeFv7b7DCd0Bw,Takin' Shots,1,0
0.599,0.571,2,-4.998,0.0665,0.198,0.0,0.0969,0.285,151.974,4,2VdT56BGpdqNHUgOe1j5vc,Rich & Sad,1,0
0.598,0.914,4,-3.752,0.0878,0.0106,1.22e-06,0.369,0.531,103.972,4,7FX3ZWE70VRjsprg5oeECc,Talk Too Much,1,0
0.548,0.816,2,-4.478,0.0499,0.0104,0.0543,0.152,0.857,174.993,4,1595LW73XBxkRk2ciQOHfr,A-Punk,1,0
0.62,0.342,7,-8.769,0.0383,0.564,4.25e-05,0.131,0.307,104.335,4,5a5FhtQfiBzFuIkbwjHbr7,Brown Skin Girl,1,0
0.478,0.403,4,-7.87,0.0302,0.64,0.00156,0.0943,0.389,170.93,3,16yqV3N7JTMVrHEmvsU8sy,Daisy Mae,0,1
0.679,0.185,8,-10.786,0.0441,0.668,0.0,0.146,0.181,128.18,4,3hhbDnFUb2bicI2df6VurK,River,1,0
0.427,0.465,6,-6.595,0.0291,0.461,5.52e-05,0.154,0.458,112.137,3,65GbQI9VDTs7vo6MJL2iJA,Coming Home,1,0
0.438,0.433,7,-7.662,0.0389,0.876,0.003,0.0995,0.436,200.689,3,2LT411lEiNGDJyOZLHL5Ak,Lisa Sawyer,0,1
0.641,0.721,11,-6.788,0.0451,0.413,7.15e-06,0.246,0.753,67.055,4,3jpeI1goQHPIwwCMxrLrwx,Smooth Sailin',0,1
0.913,0.498,2,-10.742,0.165,0.0829,0.0369,0.0799,0.217,123.975,4,6kig1UFggPUyZBCvXD3Wod,No Complaints,1,0
0.464,0.643,4,-7.14,0.325,0.591,0.0,0.74,0.601,89.936,4,6oz0TkxZqdcyHYp5UOjvri,Benevolent,0,1
0.761,0.748,11,-4.944,0.178,0.085,1.01e-06,0.083,0.51,94.037,4,1P0R4AAH4GIRDJUUgaDQoN,Greedy,0,1
0.831,0.782,0,-6.274,0.15,0.21,0.0,0.113,0.199,141.869,4,7yotKA30dwTKNEGomV9ZsI,KOD,1,0
0.652,0.678,2,-6.183,0.0541,0.183,3.26e-05,0.106,0.28,72.989,4,6Hgh47WXVKtXN5zGOu0hjI,OTW,1,0
0.691,0.736,0,-4.993,0.0321,0.104,0.0,0.111,0.0395,140.034,4,3qKCDFZp192KBEEtFj7fDa,CLOSE (feat. Travis Scott) - From SR3MM,1,0
0.876,0.737,2,-6.533,0.291,0.192,2.16e-06,0.0907,0.711,146.031,4,1M732H32aWAHYGDBOFU2br,No Slow Money,1,0
0.827,0.591,5,-7.504,0.0744,0.0307,0.0,0.273,0.402,142.113,4,2KokOIKdw4zZutDil85Ugh,White Sand,0,1
0.671,0.567,5,-11.403,0.0368,0.585,0.00681,0.0416,0.908,72.393,4,6ReC3r6PSzsCF2Bgg6yzqs,My Little Suede Shoes,1,0
0.236,0.249,6,-9.595,0.0348,0.811,1e-06,0.087,0.181,72.847,5,24jvD83UgLmrdGjhWTFslY,Video Games - Remastered,0,1
0.533,0.836,9,-3.527,0.0666,0.0658,0.0,0.281,0.532,94.958,4,4dCumGK60yfBKJnKwM8FtO,FRIENDS - A Boogie Wit Da Hoodie Remix,0,1
0.853,0.602,4,-6.263,0.21,0.0669,0.0,0.417,0.443,132.978,4,6lM1G8kF3xCUW20lIRfoBm,Pull Up (feat. Joey Bada$$ & A$AP Ferg),0,1
0.748,0.562,4,-9.529,0.11,0.388,0.0,0.107,0.181,140.06,4,0Nl2ubanK7QHvFe1twUQMx,Waterworld (feat. Migos),1,0
0.901,0.472,11,-8.416,0.194,0.0381,0.0,0.11,0.479,120.0,4,5I30ByMf5nhgbSokY1EZiN,Anybody (feat. Nicki Minaj),0,1
0.629,0.554,1,-6.759,0.326,0.28,0.0,0.158,0.308,126.694,4,35cOyocq8Gb6UcT0NWeTwn,Seasons (with Sjava & Reason),1,0
0.778,0.765,11,-7.175,0.128,0.139,0.0274,0.123,0.642,125.062,4,76iVOVsliCHlWqKuDnCfhE,Redemption (with Babes Wodumo),0,1
0.698,0.633,8,-4.946,0.0597,0.0605,0.000194,0.0926,0.552,96.924,4,3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),1,0
0.856,0.652,1,-5.324,0.143,0.177,0.0,0.193,0.471,97.017,4,2tPcTFiQF9MbVUyjZ3zDhA,Paramedic!,1,0
0.507,0.606,8,-8.758,0.452,0.185,0.0,0.174,0.202,180.607,4,4KXwFI9pgJLpUIAc9oSL8j,Bloody Waters (with Anderson .Paak & James Blake),1,0
0.768,0.471,2,-8.406,0.259,0.0201,0.0,0.268,0.405,131.023,4,4LmAnpjlhWTahvRkYR8xJa,X (with 2 Chainz & Saudi),1,0
0.735,0.677,2,-4.979,0.093,0.0762,2.17e-05,0.111,0.188,100.584,4,77UjLW8j5UAGAGVGhR5oUK,Pray For Me (with Kendrick Lamar),1,0
0.618,0.582,1,-9.454,0.297,0.625,3.84e-06,0.265,0.48,90.035,4,5qN4HFkapdAOV94XPryVof,Black Panther,1,0
0.687,0.622,8,-5.338,0.0987,0.0406,0.0,0.0653,0.624,93.994,4,1zTW7xRtxmprjTUDi6bAHg,Woke The F*ck Up,1,0
0.359,0.648,3,-7.06,0.035,0.108,0.0135,0.0555,0.133,111.733,4,1hxq7kWQnwdhxgpEugBMGk,Dirty Paws,1,0
0.598,0.93,9,-4.014,0.0466,0.00176,0.0,0.0353,0.97,175.795,4,60okmgzrYnFh2nXfi0XxWR,When Did Your Heart Go Missing?,0,1
0.423,0.563,3,-5.904,0.0416,0.0985,4.2e-06,0.173,0.456,151.11,4,3qyVFxzBmV0TrdCfRmbfR3,Black Gold,1,0
0.801,0.795,1,-5.115,0.0504,0.0417,0.000113,0.0717,0.754,79.028,4,6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,0,1
0.686,0.694,6,-6.213,0.193,0.154,0.0,0.193,0.441,146.01,4,4j30n3zuJQJ5qGA6rSTaST,Too Gone (feat. Khalid),0,1
0.391,0.595,11,-7.094,0.0411,0.913,0.00557,0.145,0.379,93.78,4,26Fqtv4Aa7kyd1WWGHai6A,Privilege,0,1
0.324,0.735,10,-4.054,0.0337,0.135,4.84e-05,0.169,0.169,113.923,4,5rgnyXr2PXFWsAnPFew077,I Was Never There,1,0
0.562,0.674,10,-6.049,0.0851,0.622,2.04e-05,0.111,0.293,122.699,4,72TyiiduRmczEbDIEtKQdR,Wasted Times,0,1
0.466,0.672,8,-5.777,0.068,0.622,0.00108,0.147,0.108,91.673,4,4rv1ww0dUwFZcDVPqhcOcX,Try Me,0,1
0.484,0.716,5,-7.193,0.167,0.3,0.00214,0.112,0.365,184.131,4,13wNEvWmBsWaWVtiLPRIW5,Hurt You,0,1
0.823,0.541,1,-7.416,0.303,0.0685,2.55e-05,0.101,0.0774,77.536,4,5O8T8fzOzHp2wgeNu4Fn5p,Fuk Faces,0,1
0.749,0.702,0,-4.286,0.388,0.251,0.0,0.189,0.653,157.981,4,4pY526gSQi6JshGXBZRUY0,Showed You,1,0
0.88,0.645,1,-4.486,0.333,0.318,0.0,0.167,0.683,135.029,4,6ivIvKF3Sl5WmqO8o2Fr5x,Warzone,1,0
0.879,0.617,1,-6.333,0.254,0.199,0.0,0.264,0.345,144.399,4,5SGYanjZguKYg5PgVzFsvR,Chek,1,0
0.449,0.599,1,-4.892,0.0369,0.211,0.0,0.327,0.165,134.144,3,4MPTj8lMMvxLwT3EwuXFop,Call Out My Name,1,0
0.481,0.451,5,-6.095,0.0347,0.336,0.0,0.0872,0.289,157.966,4,0ENSn4fwAbCGeFGVUbXEU3,Hello,0,1
0.697,0.72,2,-5.865,0.0306,0.118,0.0,0.168,0.921,127.994,4,6kyUpVMkX6ymEZQue0bzGj,Sofia,1,0
0.672,0.326,8,-9.36,0.0634,0.225,2.87e-05,0.101,0.154,140.008,4,4VSVT9njJD3BsXIdCNHOVQ,Swang,1,0
0.387,0.461,4,-8.291,0.0459,0.0379,0.00136,0.541,0.0675,99.999,4,6xIjBWc64t5DZs9zXpSShy,One Track Mind (feat. A$AP Rocky),0,1
0.454,0.66,0,-4.357,0.168,0.0364,0.0,0.181,0.568,184.353,4,2HaYSyjZmqhFVviYOakAth,Burn the House Down,1,0
0.516,0.764,2,-6.223,0.0366,0.0717,0.0,0.115,0.376,148.021,4,1NhPKVLsHhFUHIOZ32QnS2,Secrets,1,0
0.635,0.691,0,-4.862,0.258,0.555,0.0,0.097,0.638,82.142,4,5KONnBIQ9LqCxyeSPin26k,Trumpets,1,0
0.447,0.744,2,-8.57,0.0378,0.0709,0.00367,0.349,0.476,95.189,4,6L2Eoo8Dzx60hARXy7TCic,Heart It Races,0,1
0.516,0.257,7,-11.805,0.0303,0.656,1.88e-05,0.0852,0.27,82.233,3,3PuDXvoh279fd5sMDgU3te,Pretty Girl From Locust,1,0
0.597,0.387,7,-7.743,0.0266,0.22,0.0,0.101,0.375,99.559,3,5mTWswr9wH6pggH8vsJYaj,Do You Love Him,1,0
0.495,0.603,7,-6.627,0.0312,0.238,0.0,0.213,0.727,135.476,4,1pkggYbxUt6EBZKN4gHLWv,Love Like The Movies,1,0
0.395,0.658,7,-5.822,0.0334,0.524,0.0,0.31,0.559,128.643,4,1VKx8hpWMU1q1AJlIQRFwR,Jenny and the Summer Day,1,0
0.498,0.856,1,-7.057,0.399,0.242,0.0,0.0958,0.558,81.806,4,3k0466XwffkAS35ofvbg3G,DON'T DIE,0,1
0.513,0.457,5,-9.796,0.0716,0.159,1.05e-05,0.0623,0.709,101.952,4,70E8xgEavw6UrRHj7BNp0H,Hypnotized,0,1
0.538,0.776,0,-4.814,0.201,0.261,0.0,0.201,0.776,94.969,4,4DMvvYvDNiEv2QUciZCyp7,These Days - AJR Remix,1,0
0.674,0.464,8,-8.943,0.436,0.328,0.0,0.155,0.428,139.988,4,3Z0VsaeB0yYjZwhtiKU0td,Hillside (feat. Wiz Khalifa & Mansa),0,1
0.696,0.637,7,-4.895,0.106,0.054,0.0,0.196,0.216,150.017,4,3B1MRmyJCim6yVuVkFpBq3,"Connection (feat. Fabolous, Davo & Paloma Ford)",1,0
0.666,0.646,10,-6.918,0.82,0.232,0.0,0.0919,0.26,75.108,4,6BDD5Ki9l2pWF1juW1RAsl,B.B.W.W x Fake Show,0,1
0.589,0.766,11,-5.506,0.353,0.642,0.0,0.277,0.65,80.563,4,0ZYNW5SFHDI3zLr3m0Nu9r,Hate To Say,0,1
0.369,0.444,10,-10.074,0.232,0.331,0.0,0.152,0.385,89.572,5,01NaNxAEmbxcmbfvCFQduv,4 Me,0,1
0.475,0.513,8,-11.05,0.855,0.369,0.0,0.162,0.261,77.274,4,1ql9UO3B5T3qP3NOAg0rr0,Old Friends x New Foes,0,1
0.668,0.756,1,-3.904,0.0382,0.0346,0.0,0.0793,0.474,149.908,4,6zOhgKfbMiQWToE6K13s2s,Everyday,1,0
0.822,0.544,0,-6.797,0.0332,0.562,2.4e-05,0.144,0.861,122.047,4,4nMlau89VAjmV7agkl7OY3,Fresh Eyes,1,0
0.818,0.572,1,-7.085,0.228,0.0717,0.0,0.101,0.236,139.968,4,6iyp6udVpLuq3MCUulZT4h,44 More,1,0
0.728,0.628,6,-8.83,0.319,0.351,0.0,0.198,0.313,94.128,4,4s2BWgnSQ9NZiOQM4PP4HB,44 Bars,0,1
0.559,0.795,8,-5.974,0.0535,0.0114,0.0,0.204,0.708,140.137,4,6BlNWpXnsONi1ieRt0Jzsh,Mad as Rabbits,1,0
0.574,0.563,2,-8.543,0.0292,0.56,9.39e-05,0.323,0.67,134.083,4,2x8Ljij15QYLZMwYZWwiLH,From a Mountain in the Middle of the Cabins,0,1
0.569,0.721,7,-6.623,0.0453,0.182,0.0,0.104,0.751,108.198,4,7bNQvH1gTydxfIetHX3WGC,Folkin' Around,1,0
0.425,0.451,9,-7.307,0.0293,0.505,0.0,0.136,0.324,157.25,4,673WCjn0SxKJD4qRKczaCk,She Had the World,1,0
0.186,0.428,9,-8.791,0.032,0.649,0.000145,0.0877,0.273,163.975,4,7mUIArtwutOJoJ4rF3r0ZD,The Piano Knows Something I Don't Know,0,1
0.281,0.679,9,-7.564,0.0449,0.173,4.38e-06,0.0919,0.441,80.078,4,6T2VGjZgDtJNC6t1yYYcOP,Behind the Sea,1,0
0.572,0.868,4,-5.811,0.058,0.0457,0.0,0.204,0.491,128.142,4,3AYlkW7zXQWjaIlSjkRHES,Pas de Cheval,1,0
0.432,0.656,7,-6.889,0.0419,0.0618,6.01e-05,0.391,0.171,130.276,4,7v1b3qExlTFrpFWrtcnUpE,When the Day Met the Night,1,0
0.47,0.474,5,-9.406,0.0262,0.0643,0.0,0.0645,0.241,170.173,4,49SL9f1Kz73p0bzsNPTY4l,Northern Downpour,1,0
0.536,0.796,10,-6.32,0.0333,0.103,0.0,0.177,0.397,95.98,4,2d1D1E8M48hHE99u6BO8RN,That Green Gentleman (Things Have Changed),1,0
0.51,0.67,8,-7.519,0.0343,0.0851,0.0,0.162,0.265,124.144,4,1ac22sFSlj3iaQV2qAsFkK,Do You Know What I'm Seeing?,0,1
0.405,0.689,10,-5.75,0.0365,0.0843,0.0,0.207,0.397,155.189,4,1S30kHvkkdMkcuCTGSgS41,Nine in the Afternoon - Single Mix,1,0
0.386,0.675,4,-5.481,0.0424,0.323,3.68e-06,0.14,0.429,189.894,4,5J7zqPpQkN9JZiaELHNKSL,We're Going Home,0,1
0.733,0.663,5,-5.766,0.0322,0.101,6.98e-06,0.0694,0.53,127.974,4,7oekneJCJO74ycdLzdk16v,Lay It On Me,1,0
0.576,0.486,4,-9.364,0.0406,0.0606,0.000143,0.093,0.337,141.951,4,3pLTOP0G0etiWUknFoRpsr,The Cave,1,0
0.622,0.807,5,-6.752,0.408,0.103,0.0,0.306,0.892,174.06,4,6x4tKaOzfNJpEJHySoiJcs,Mambo No. 5 (a Little Bit of...),0,1
0.574,0.512,5,-6.664,0.0503,0.234,0.0,0.0946,0.512,76.899,4,2JZKXgq5zsokN01KWyiY6n,Mirrors,0,1
0.331,0.622,5,-7.291,0.092,0.858,0.0,0.104,0.388,64.468,3,05pdoheuKPSotkjMgIVX6I,Mirror,0,1
0.533,0.581,5,-8.058,0.0536,0.0474,0.0215,0.0917,0.35,84.236,4,54cyykIllVFq1D0FKOAHpw,Void,1,0
0.548,0.58,11,-7.524,0.121,0.104,0.0,0.127,0.462,180.066,4,2IKZkwHI5zsZf70STuhvOX,Sick Boy,0,1
0.759,0.695,10,-5.632,0.0796,0.102,0.0,0.0899,0.522,154.967,4,4ouEy5ReT2JKndoz8whXep,B.I.D,0,1
0.455,0.561,11,-6.398,0.0382,0.274,5.89e-06,0.496,0.181,116.566,4,5aNxtU1cNlLJPc6vTPKuee,Rejects In The Attic,0,1
0.739,0.511,9,-7.844,0.0362,0.167,1.34e-06,0.133,0.542,96.038,4,2nGFzvICaeEWjIrBrL2RAx,Put Your Records On,1,0
0.612,0.28,0,-8.648,0.0434,0.932,0.0,0.088,0.387,72.795,4,0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,1,0
0.855,0.478,1,-9.116,0.193,0.00759,0.0,0.101,0.284,130.018,4,5cXg9IQS34FzLVdHhp7hu7,Big Shot (with Travis Scott),1,0
0.602,0.757,2,-3.341,0.028,0.0139,8.85e-05,0.0727,0.462,82.009,4,3SWqGa1J0M7hSBUDM0KePD,Legend,1,0
0.727,0.54,10,-7.038,0.249,0.0177,0.0,0.379,0.357,162.987,4,4DaptD1MefIXF5XIQp1iiU,My Brothers (Bonus Track) (feat. Future),0,1
0.716,0.683,11,-4.519,0.0357,0.445,5.73e-06,0.0743,0.441,131.873,4,2B0PR3ImrQ4UONBebSPuyU,Drama (Be Real),0,1
0.647,0.401,1,-8.559,0.0364,0.553,0.0,0.0757,0.861,74.709,4,1GHBv69iqWr9stD2DtMFkv,Nothing But The Best - Remastered Album Version,1,0
0.407,0.589,2,-5.32,0.03,0.547,0.0,0.281,0.559,109.009,4,4ODWgs1CVAZKDbryEodjiz,"Theme From New York, New York",1,0
